127.0.0.1 - - [05/Apr/2023:10:33:00 -0500] "GET / HTTP/1.1" 404 1002
0:0:0:0:0:0:0:1 - - [05/Apr/2023:10:33:01 -0500] "GET /proyectoLP_2023/ HTTP/1.1" 200 3105
0:0:0:0:0:0:0:1 - - [05/Apr/2023:10:33:01 -0500] "GET /proyectoLP_2023/img/DSC_0005.webp HTTP/1.1" 200 237026
0:0:0:0:0:0:0:1 - - [05/Apr/2023:10:33:01 -0500] "GET /proyectoLP_2023/css/login.css HTTP/1.1" 200 1263
0:0:0:0:0:0:0:1 - - [05/Apr/2023:10:33:01 -0500] "GET /proyectoLP_2023/img/logo-somosngr.svg HTTP/1.1" 200 10514
0:0:0:0:0:0:0:1 - - [05/Apr/2023:10:33:09 -0500] "GET /proyectoLP_2023/ HTTP/1.1" 200 3105
0:0:0:0:0:0:0:1 - - [05/Apr/2023:10:33:09 -0500] "GET /proyectoLP_2023/favicon.ico HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [05/Apr/2023:10:33:16 -0500] "POST /proyectoLP_2023/ControladorPerfil?accion=Ingresar HTTP/1.1" 200 19869
0:0:0:0:0:0:0:1 - - [05/Apr/2023:10:33:16 -0500] "GET /proyectoLP_2023/css/mainPrincipal.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Apr/2023:10:33:16 -0500] "GET /proyectoLP_2023/css/main.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Apr/2023:10:33:16 -0500] "GET /proyectoLP_2023/script/main.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Apr/2023:10:33:16 -0500] "GET /favicon.ico HTTP/1.1" 404 1024
0:0:0:0:0:0:0:1 - - [05/Apr/2023:10:33:22 -0500] "GET /proyectoLP_2023/ControladorProveedor?accion=registrarProveedor HTTP/1.1" 200 21111
0:0:0:0:0:0:0:1 - - [05/Apr/2023:10:33:22 -0500] "GET /proyectoLP_2023/css/nuevoEmpleado.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Apr/2023:10:33:22 -0500] "GET /resources/demos/style.css HTTP/1.1" 404 1052
0:0:0:0:0:0:0:1 - - [05/Apr/2023:10:34:40 -0500] "GET /proyectoLP_2023/ControladorProveedor?accion=registrarProveedor HTTP/1.1" 200 21095
0:0:0:0:0:0:0:1 - - [05/Apr/2023:10:34:40 -0500] "GET /resources/demos/style.css HTTP/1.1" 404 1052
0:0:0:0:0:0:0:1 - - [05/Apr/2023:10:36:37 -0500] "GET /proyectoLP_2023/ControladorProveedor?accion=registrarProveedor HTTP/1.1" 200 21102
0:0:0:0:0:0:0:1 - - [05/Apr/2023:10:36:37 -0500] "GET /resources/demos/style.css HTTP/1.1" 404 1052
0:0:0:0:0:0:0:1 - - [05/Apr/2023:10:37:29 -0500] "POST /proyectoLP_2023/ControladorProveedor?accion=nuevoProveedor HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [05/Apr/2023:10:37:29 -0500] "GET /proyectoLP_2023/ControladorProveedor?accion=listarProveedores HTTP/1.1" 200 42653
0:0:0:0:0:0:0:1 - - [05/Apr/2023:10:37:29 -0500] "GET /proyectoLP_2023/css/dataTableGlobal.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Apr/2023:10:37:29 -0500] "GET /proyectoLP_2023/img/sss.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Apr/2023:10:41:59 -0500] "GET /proyectoLP_2023/ControladorProveedor?accion=listarProveedores HTTP/1.1" 200 32531
0:0:0:0:0:0:0:1 - - [05/Apr/2023:10:44:59 -0500] "GET /proyectoLP_2023/ControladorProveedor?accion=listarProveedores HTTP/1.1" 200 32525
0:0:0:0:0:0:0:1 - - [05/Apr/2023:10:55:39 -0500] "GET /proyectoLP_2023/ControladorProveedor?accion=listarProveedores HTTP/1.1" 200 35682
0:0:0:0:0:0:0:1 - - [05/Apr/2023:11:05:24 -0500] "GET /proyectoLP_2023/Main.jsp HTTP/1.1" 200 19869
0:0:0:0:0:0:0:1 - - [05/Apr/2023:11:05:27 -0500] "GET /proyectoLP_2023/ControladorProveedor?accion=listarProveedores HTTP/1.1" 200 35682
0:0:0:0:0:0:0:1 - - [05/Apr/2023:11:05:38 -0500] "GET /proyectoLP_2023/ControladorProveedor?accion=leerProveedor&codPro=11 HTTP/1.1" 404 1084
0:0:0:0:0:0:0:1 - - [05/Apr/2023:11:06:53 -0500] "GET /proyectoLP_2023/Main.jsp HTTP/1.1" 200 19869
0:0:0:0:0:0:0:1 - - [05/Apr/2023:11:06:56 -0500] "GET /proyectoLP_2023/ControladorProveedor?accion=listarProveedores HTTP/1.1" 200 35682
0:0:0:0:0:0:0:1 - - [05/Apr/2023:11:07:01 -0500] "GET /proyectoLP_2023/ControladorProveedor?accion=leerProveedor&codPro=11 HTTP/1.1" 200 8192
0:0:0:0:0:0:0:1 - - [05/Apr/2023:11:07:01 -0500] "GET /resources/demos/style.css HTTP/1.1" 404 1052
0:0:0:0:0:0:0:1 - - [05/Apr/2023:11:08:11 -0500] "GET /proyectoLP_2023/ControladorProveedor?accion=listarProveedores HTTP/1.1" 200 35682
0:0:0:0:0:0:0:1 - - [05/Apr/2023:11:08:14 -0500] "GET /proyectoLP_2023/ControladorProveedor?accion=leerProveedor&codPro=11 HTTP/1.1" 200 21374
0:0:0:0:0:0:0:1 - - [05/Apr/2023:11:08:14 -0500] "GET /resources/demos/style.css HTTP/1.1" 404 1052
0:0:0:0:0:0:0:1 - - [05/Apr/2023:11:08:54 -0500] "GET /proyectoLP_2023/ControladorProveedor?accion=listarProveedores HTTP/1.1" 200 35682
0:0:0:0:0:0:0:1 - - [05/Apr/2023:11:09:08 -0500] "GET /proyectoLP_2023/ControladorProveedor?accion=leerProveedor&codPro=11 HTTP/1.1" 200 21383
0:0:0:0:0:0:0:1 - - [05/Apr/2023:11:09:08 -0500] "GET /resources/demos/style.css HTTP/1.1" 404 1052
